Itemno,Whse,Bin,Onhand,Oncom,Aano
ASR-HC923BYS-BG28P,2,06R02A,2,0,0
ASR-HC923BYS-CF,X-W,X-STG,1,1,0
ASR-HC923BYS-CF,1,A09D3X,4,0,0
ASR-HC923BYS-GBK,X-W,X-STG,0,0,0
ASR-HC923BYS-GBK,1,A06I1X,7,1,0
ASR-HC923SP-GBA,X-W,X-STG,0,0,0
ASR-HC923SP-GBA,1,A16F2X,1,1,0
ASR-HC923SP-GBA,2,07L08C,2,0,0
ASR-HC923SP-MBA,X-W,X-STG,1,1,0
ASR-HC923SP-MBA,1,A10G2X,2,1,0
ASR-HC923SP-MBA,1,A10F6X,35,0,0
ASR-HC963BYS,1,A09D2X,4,0,0
ASR-HC963BYS,1,A09H6X,18,0,0
ASR-HC963BYS-MB,X-W,X-STG,0,0,0
ASR-HC963BYS-MB,1,A09I1X,2,0,0
ASR-HC963BYS-MB,2,06R12B,1,1,0
ASR-HCRV12OELED-A,X-W,X-PJ8909,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8872,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8957,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8903,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8907,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8859,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8498,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8499,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8494,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8923,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8959,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8927,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8955,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8906,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8945,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8501,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8500,1,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8509,2,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8912,2,0,0
ASR-HCRV12OELED-A,X-W,X-PJ8968,2,0,0
ASR-HCRV12OELED-A,1,A09D3X,1,0,0
ASR-HCRV12OELED-B570,1,A24I4X,2,0,0
ASR-HCRV12OELED-BG62,1,A24I4X,2,0,0
ASR-HCRV12OELEDNH737,1,A14M3X,1,0,0
ASR-HCRV22MD-A,1,A16B3X,14,0,0
ASR-HCRV22MD-A,1,A16B2X,16,0,0
ASR-HCRV22MD-NH578,1,A16G2X,12,0,0
ASR-HCRV22MD-NH731P,1,A16G2X,11,0,0
ASR-HFIT06LED-A,1,A09D4X,4,0,0
ASR-HFIT06LED-A,1,A09D5X,6,0,0
ASR-HFIT06LED-GBK,1,A10B4X,3,0,0
ASR-HFIT06LED-GBK,1,A10C6X,6,0,0
ASR-HFIT09MU-A,1,A09I4X,2,0,0
ASR-HFIT09MU-GBK,X-W,X-STG,0,0,0
ASR-HFIT09MU-GBK,1,A06J1X,0,0,0
ASR-HFIT09SP-A,X-W,X-STG,0,0,0
ASR-HFIT09SP-A,1,A10D3X,0,1,0
ASR-HFIT09SP-A,1,A10D6X,4,0,0
ASR-HFIT09SP-GBK,1,A06F2X,10,0,0
ASR-HFIT14RS-A,X-W,X-STG,0,0,0
ASR-HFIT14RS-A,X-W,X-PJ8948,1,0,0
ASR-HFIT14RS-A,X-W,X-PJ8886,1,0,0
ASR-HFIT14RS-A,X-W,X-PJ9043,1,0,0
ASR-HFIT14RS-A,1,A10G4X,5,6,0
ASR-HPRLG24IK-A,1,A10D4X,5,0,0
ASR-HPRLG24IK-A,1,A10E6X,14,0,0
ASR-HPRLG24IK-CFL,X-W,X-STG,0,0,0
ASR-HPRLG24IK-CFL,1,A09B2X,3,0,0
ASR-HPRLG24IK-CFL,1,A10M6X,24,0,0
ASR-HPRLG24IK-GBK,1,A16B1X,14,0,0
ASR-HPRLG24IK-GBK,1,A16B4X,29,0,0
ASR-HYEL21V1-CFL,X-W,X-STG,0,0,0
ASR-HYEL21V1-CFL,1,A09E3X,4,0,0
ASR-HYEL21V1-CFL,2,07R04B,1,0,0
ASR-HYEL21V1-GBK,X-W,X-STG,1,1,0
ASR-HYEL21V1-GBK,1,A09C2X,1,0,0
ASR-HYEL21V1-MBA,1,A09E2X,1,0,0
ASR-HYIQ522IK3P-CFL,1,A10F4X,2,0,0
ASR-HYIQ522IK3P-CFL,1,A10I5X,6,0,0
ASR-HYIQ522IK3P-CFL,2,07L01C,9,0,0
ASR-HYIQ522IK3P-GBK,X-W,X-STG,1,1,0
ASR-HYIQ522IK3P-GBK,1,A06M2X,0,0,0
ASR-HYIQ522IK3P-GBK,2,07R23C,8,0,0
ASR-HYIQ522IK3P-MBK,1,A06F1X,5,0,0
ASR-HYSO15LED,1,A09K3X,10,0,0
ASR-HYSO15LED-GBK,1,A10F3X,10,0,0
ASR-HYSO15LED-NN8,1,A09F2X,1,0,0
ASR-HYSO15LED-PA8,1,A10A4X,4,0,0
ASR-HYSO15LED-TR2,1,A10A4X,6,0,0
ASR-HYSO15LED-V8S,1,A10B5X,2,0,0
ASR-HYSO15LED-V8S,1,A10A1X,8,0,0
ASR-HYSO15LED-VU8,1,A10A1X,3,0,0
ASR-HYSO15LED-WW8,1,A10A3X,8,0,0
ASR-HYSO15LED-XU8,1,A10A1X,3,0,0
ASR-HYSO15LED-Y8S,1,A09L2X,6,1,0
ASR-IQ5014JZ-CFL,X-W,X-STG,0,0,0
ASR-IQ5014JZ-CFL,1,A10H3X,5,3,0
ASR-IQ5014JZ-GBK,X-W,X-STG,2,2,0
ASR-IQ5014JZ-GBK,1,A10G2X,2,2,0
ASR-IQ5014JZ-GBK,1,A10H5X,12,0,0
ASR-IQ5014JZ-PP,1,A10B4X,1,0,0
ASR-IQ5014JZ-PP,2,06L26A,3,0,0
ASR-LGS13W-083,1,A10E1X,1,0,0
ASR-LGS13W-1J7,1,A10I2X,3,0,0
ASR-LGS13W-212,1,A09H4X,7,0,0
ASR-LGS13W-A,X-W,X-STG,0,0,0
ASR-LGS13W-A,X-W,X-PJ8677,1,0,0
ASR-LGS13W-A,1,A10E4X,1,0,0
ASR-LGS13W-A,2,06L04A,3,0,0
ASR-LGS13W-CF,1,A10I3X,1,0,0
ASR-LIS06OE-A,1,A09D2X,8,0,0
ASR-LIS13F-A,1,A16H1X,7,0,0
ASR-LIS250,X-W,X-STG,0,0,0
ASR-LIS250,X-W,X-PJ9032,1,0,0
ASR-LIS250,X-W,X-PJ8689,1,0,0
ASR-LIS250,X-W,X-PJ8728,1,0,0
ASR-LIS250,1,A10E2X,5,0,0
ASR-LIS250,2,07R10B,5,0,0
ASR-LIS250-074,1,A09D2X,5,0,0
ASR-LIS250-1G0,X-W,X-STG,1,1,0
ASR-LIS250-1G0,1,A10D3X,4,0,0
ASR-LIS250-1G0,2,07R17A,6,0,0
ASR-LIS250-1G1,X-W,X-STG,1,1,0
ASR-LIS250-1G1,1,A10K3X,4,0,0
ASR-LIS250-3R1,1,A10C3X,10,0,0
ASR-LIS250-8U0,1,A09K3X,6,0,0
ASR-LIS250-8U1,1,A10E3X,7,0,0
ASR-MAZ3145AE-A,X-W,X-STG,0,0,0
ASR-MAZ3145AE-A,1,A10H2X,1,0,0
ASR-MAZ3145AE-A,1,A09M5X,9,0,0
ASR-MAZ3145KS-CF,1,A09F5X,5,0,0
ASR-MAZ3145KS-CF,1,A06M1X,6,0,0
ASR-MBW204A-A,1,A09G3X,7,0,0
ASR-MBW204A-A,1,A06F3X,8,0,0
ASR-MBW204A-A,1,A09G5X,17,0,0
ASR-MBW204A-MB,1,A10C2X,6,0,0
ASR-MBW210-A,1,A09K3X,2,0,0
ASR-MBW210A-MB,1,A24A4X,6,3,0
ASR-MBW210A-MB,2,07R23A,1,0,0
ASR-MBW21102A-MB,1,A09D3X,5,0,0
ASR-MBW212A-A,X-W,X-STG,0,0,0
ASR-MBW212A-A,2,06R14A,4,0,0
ASR-MBW212A-A,2,06L01A,6,0,0
ASR-MBW212A-MB,X-W,X-STG,1,1,0
ASR-MBW212A-MB,1,A10L2X,9,5,0
ASR-MBW219A-MB,X-W,X-STG,0,0,0
ASR-MBW219A-MB,1,A10C4X,4,0,0
ASR-MBW221-A,X-W,X-STG,0,0,0
ASR-MBW221-A,1,A09E3X,1,0,0
ASR-MBW221-A,2,07R09A,10,0,0
ASR-MBW221-A,2,06L14B,18,0,0
ASR-MBW221A-MB,X-W,X-STG,0,0,0
ASR-MBW221A-MB,2,06L02B,0,0,0
ASR-N350ZIK-CFL,1,A09H1X,10,0,0
ASR-N350ZIK-CFL,2,06L32B,2,0,16705873
ASR-N350ZIK-GBK,X-W,X-STG,1,1,0
ASR-N350ZIK-GBK,1,A10F1X,2,2,0
ASR-N350ZIK-PP,X-W,X-PJ8562,1,0,12830917
ASR-N350ZIK-PP,X-W,X-STG,5,5,109116330
ASR-N350ZIK-PP,1,A10C5X,10,0,0
ASR-N350ZIK-PP,1,A10F1X,14,4,41483562
ASR-N350ZIK-PP,2,06L32B,0,0,72292820
ASR-N350ZRS-A,X-W,X-STG,1,1,0
ASR-N350ZRS-A,1,A10E2X,3,8,0
ASR-N350ZRS-A,1,A10M6X,12,0,0
ASR-N350ZRS-A,2,06L17C,2,2,0
ASR-N350ZRS-CF,1,A10J4X,2,0,0
ASR-N350ZRS-QX1,1,A10B4X,1,0,0
ASR-N370ZIK-A,1,A10A2X,3,0,0
ASR-N370ZIK-A,1,A10A5X,4,0,0
ASR-N370ZIK-PP,1,A10C1X,4,0,0
ASR-N370ZIK-PP,2,05L06A,1,0,0
ASR-N370ZIKV2-CFL,X-W,X-STG,1,1,0
ASR-N370ZIKV2-CFL,1,A10F1X,3,5,0
ASR-N370ZIKV2-GBK,1,A09F1X,5,2,0
ASR-N370ZIKV2-GBK,2,06L32B,5,0,0
ASR-N370ZIKV2-PP,1,A09B1X,10,1,0
ASR-NA19IK-A,X-W,X-STG,0,0,0
ASR-NA19IK-A,2,250B,5,0,0
ASR-NA19IK-A,1,A10C5X,5,0,0
ASR-NA19IK-A,1,A10C2X,8,2,0
ASR-NA19IK-CFL,X-W,X-STG,2,2,0
ASR-NA19IK-CFL,1,A09C1X,5,0,0
ASR-NA19IK-CFL,1,A10I5X,6,0,0
ASR-NA19IK-CFL,2,07L17B,10,0,0
ASR-NA19IK-GBK,X-W,X-STG,1,1,0
ASR-NA19IK-GBK,2,250B,10,0,0
ASR-NA19IK-GBK,1,A10G5X,4,0,0
ASR-NA19IK-GBK,1,A10G1X,4,0,0
ASR-NSJK11OE-A,X-W,X-STG,0,0,0
ASR-NSJK11OE-A,X-W,X-PJ8857,1,0,0
ASR-NSJK11OE-A,X-W,X-PJ8549,1,0,0
ASR-NSJK11OE-A,1,A09F2X,0,2,0
ASR-SBRZ13IKV3-CFL,X-W,X-STG,0,0,0
ASR-SBRZ13IKV3-CFL,1,A09D1X,4,0,0
ASR-SBRZ13IKV3-GBK,X-W,X-STG,0,0,0
ASR-SBRZ13IKV3-GBK,1,A09G2X,9,0,0
ASR-SBXTRK18IK-A,X-W,X-STG,1,1,0
ASR-SBXTRK18IK-A,1,A16A2X,8,0,0
ASR-SBXTRK18IK-A,2,06L35C,13,0,0
ASR-SBXTRK18IK-CFL,X-W,X-STG,0,0,0
ASR-SBXTRK18IK-CFL,2,07R04C,1,1,63632139
ASR-SBXTRK18IK-CFL,2,06L35C,5,0,75315104
ASR-SBXTRK18IK-GBK,X-W,X-STG,0,0,0
ASR-SBXTRK18IK-GBK,2,250B,10,0,0
ASR-SBXTRK18IK-GBK,1,A09M1X,4,3,0
ASR-SBXTRK18IK-GBK,1,A09K5X,9,0,0
ASR-SBXTRK18IK-GBK,1,A10M6X,10,0,0
ASR-SBXTRK18IK-GBK,2,07L06A,2,0,0
ASR-SBXTRK18IK-GBK,2,07L07B,3,0,0
ASR-SFRS13IK-PP,X-W,X-STG,4,4,96745869
ASR-SFRS13IK-PP,1,A09H1X,10,0,0
ASR-SFRS13IK-PP,2,06L29B,2,2,47620231
ASR-SFRS13IKV2-CFL,X-W,X-STG,1,1,0
ASR-SFRS13IKV2-CFL,2,06L26A,2,0,0
ASR-SFRS13IKV2-GBK,X-W,X-STG,2,2,0
ASR-SFRS13IKV2-GBK,1,A10F1X,7,1,0
ASR-SFRS13IKV2-GBK,2,07R23B,1,0,0
ASR-SFRS13IKV2-GBK,2,06L15B,4,1,0
ASR-SFRS13IKV2-PP,X-W,X-STG,0,0,0
ASR-SFRS13IKV2-PP,1,A09H1X,3,2,0
ASR-SFRS13IKV2-PP,2,06L15B,1,0,0
ASR-SI15D-A,1,A09F2X,1,0,0
ASR-SI15D-A,1,A09J6X,20,0,0
ASR-SI15D-D4S,1,A09B2X,7,3,0
ASR-SI15D-G1U,1,A10A3X,4,0,0
ASR-SI15D-GBK,1,A09D2X,11,1,0
ASR-SI15D-K1X,X-W,X-STG,0,0,0
ASR-SI15D-K1X,1,A10D1X,3,0,0
ASR-SI15D-K7X,1,A10I5X,5,0,0
ASR-SI15D-M7Y,1,A10A3X,3,0,0
ASR-SI15D-MBK,1,A10I3X,4,0,0
ASR-SI15IK-A,X-W,X-STG,1,1,0
ASR-SI15IK-A,1,A10K2X,1,0,0
ASR-SI15IK-A,2,06L03B,10,0,0
ASR-SI15VOR-K1X,1,A10B4X,1,0,0
ASR-SI15VOR-MB,X-W,X-STG,6,6,0
ASR-SI15VOR-MB,1,A10D2X,3,0,0
ASR-SI93VTX-MBK,1,A09C1X,9,0,0
ASR-SI93VTX-MBK,1,A09D5X,21,0,0
ASR-SWRX15IK-CFL,X-W,X-STG,0,0,0
ASR-SWRX15IK-CFL,1,A09C2X,3,0,0
ASR-SWRX15IK-GBK,1,A10F5X,7,0,0
ASR-SWRX15IK-GBK,1,A10G3X,8,0,0
ASR-SWRX22IK-CFL,1,A09D2X,5,0,0
ASR-SWRX22IK-GBK,1,A09A3X,6,0,0
ASR-SWRX22IK-GBK,1,A09A5X,14,0,0
ASR-TCA18IK-A,X-W,X-STG,3,3,0
ASR-TCA18IK-A,1,A09B5X,5,0,0
ASR-TCA18IK-A,1,A10K4X,6,6,0
ASR-TCA18IK-A,2,07L05A,5,0,0
ASR-TCA18IK-A,2,08R01B,5,0,0
ASR-TCA18IK-CFL,1,A16D2X,5,0,0
ASR-TCA18IK-CFL,1,A16C3X,10,0,0
ASR-TCA18IK-CFL,2,07R06B,3,0,0
ASR-TCA18IK-CFL,2,07L17B,10,0,0
ASR-TCA18IK-GBK,X-W,X-STG,0,0,0
ASR-TCA18IK-GBK,2,250B,15,0,0
ASR-TCA18IK-GBK,1,A10H4X,4,10,76400720
ASR-TCA18IK-GBK,1,A10I6X,5,0,0
ASR-TCA18IKV2-A,X-W,X-STG,0,0,0
ASR-TCA18IKV2-A,1,A10I3X,3,4,5022499
ASR-TCA18IKV2-A,1,A10I6X,3,0,115925719
ASR-TCA18IKV2-BKR,X-W,X-STG,2,2,0
ASR-TCA18IKV2-BKR,2,06R18B,59,0,0
ASR-TCA18IKV2-CFL,2,250B,10,0,0
ASR-TCA18IKV2-CFL,1,A09A2X,10,0,0
ASR-TCA18IKV2-CFL,1,A09A5X,10,0,0
ASR-TCA18IKV2-GBK,X-W,X-STG,2,2,0
ASR-TCA18IKV2-GBK,1,A16B3X,4,0,0
ASR-TCA18IKV2-GBK,1,A16B2X,15,0,0
ASR-TCL09-A,1,A10D3X,1,0,0
ASR-TCL204IK-CFL,X-W,X-STG,0,0,0
ASR-TCL204IK-CFL,2,250B,5,0,0
ASR-TCL204IK-CFL,1,A09K4X,2,1,0
ASR-TCL204IK-GBK,X-W,X-STG,0,0,0
ASR-TCL204IK-GBK,1,A06G2X,1,1,0
ASR-TCL204IK-GBK,1,A06I4X,18,0,0
ASR-TCL204IK-GBK,2,07L11A,9,0,0
ASR-TCL204IK-MBA,1,A09H5X,1,0,0
ASR-TCL204IK-MBA,1,A09H3X,3,6,0
ASR-TCL204IK-MBA,1,A10H6X,6,0,0
ASR-TCL204IK-MBA,1,A10E6X,9,0,0
ASR-TCL204IK-MBA,2,06R20C,1,0,0
ASR-TCL204IK-PP,X-W,X-STG,0,0,0
ASR-TCL204IK-PP,1,A09B1X,14,5,0
ASR-TCLA18J-A,X-W,X-STG,0,0,0
ASR-TCLA18J-A,1,A10G2X,0,0,0
ASR-TCLA18J-A,1,A09H5X,3,0,0
ASR-TCLA195-A,X-W,X-PJ8529,1,0,6213241
ASR-TCLA195-A,2,07R13C,1,1,97205229
ASR-TCLA195GRCE-A,1,A10J5X,5,0,0
ASR-TCLA195GRCE-A,1,A10J4X,5,0,0
ASR-TCLA195GRCE-GBK,X-W,X-STG,0,0,0
ASR-TCLA195GRCE-GBK,1,A06H4X,5,0,0
ASR-TCLA195GRCE-GBK,1,A06H2X,5,0,0
ASR-TCLA195GRCE-GBK,1,A06I3X,11,0,0
ASR-TCLA195GRCE-MBK,X-W,X-STG,0,0,0
ASR-TCLA195GRCE-MBK,1,A06H3X,3,0,0
ASR-TCLA195GRCE-MBK,1,A06H2X,6,0,0
ASR-TCLA195GRCE-MBK,1,A06I4X,20,0,0
ASR-TSLX16ST-GBK,1,A09C4X,4,2,0
ASR-TY8622D-A,1,A09E1X,19,0,0
ASR-TY8622D-GBK,1,A09E1X,20,0,0
ASR-TY8622D-MBA,1,A09I2X,9,0,0
ASR-TY8622IK-A,1,A09B3X,8,0,0
ASR-TY8622IK-A,1,A09E5X,29,0,0
ASR-TY8622IK-D4S,X-W,X-STG,1,1,0
ASR-TY8622IK-D4S,1,A09J2X,2,0,0
ASR-TY8622IK-D4S,1,A09A5X,15,0,0
ASR-TY8622IK-DCK,1,A09A4X,8,0,0
ASR-TY8622IK-G1U,1,A09C5X,2,0,0
ASR-TY8622IK-G1U,1,A09A4X,6,0,0
ASR-TY8622IK-K1X,1,A09G3X,5,2,0
ASR-TY8622IK-K7X,1,A09B3X,8,0,0
ASR-TY8622IK-P8Y,X-W,X-STG,1,1,0
ASR-TY8622IK-P8Y,1,A24G3X,3,0,0
ASR-TY8622V-A,1,A09L3X,2,0,0
ASR-TY8622V-A,1,A10L6X,38,0,0
ASR-TY8622V-D4S,1,A09B5X,5,0,0
ASR-TY8622V-D4S,1,A09A3X,8,0,0
ASR-TY8622V-DCK,1,A09G4X,2,0,0
ASR-TY8622V-G1U,1,A10A4X,4,0,0
ASR-TY8622V-K1X,1,A09C5X,2,0,0
ASR-TY8622V-K1X,1,A09A4X,3,0,0
ASR-TY8622V-K7X,1,A09E4X,6,0,0
ASR-TY8622V-P8Y,1,A23E2X,1,0,0
ASR-TY8622V2-A,X-W,X-STG,1,1,0
ASR-TY8622V2-A,1,A09D4X,5,0,0
ASR-TY8622V2-A,2,07R05A,8,0,0
ASR-TY8622V2-CFL,X-W,X-STG,0,0,0
ASR-TY8622V2-CFL,2,250B,10,0,0
ASR-TY8622V2-CFL,1,A09I5X,5,0,0
ASR-TY8622V2-CFL,1,A09I2X,7,0,0
ASR-TY8622V2-CFL,2,06L21B,1,0,0
ASR-TY8622V2-CFL,2,07L05A,4,0,0
ASR-TY8622V2-GBK,X-W,X-STG,0,0,0
ASR-TY8622V2-GBK,2,250B,10,0,0
ASR-TY8622V2-GBK,1,A09H3X,4,0,0
ASR-TY8622V2-GBK,1,A09I5X,6,0,0
ASR-TY8622V2-GBK,2,06L08B,1,0,0
ASR-TY8622V2-GBK,2,07R23C,1,0,0
ASR-TY8622V2-GBK,2,06L08A,1,2,0
ASR-TYSPRA20IK-CFL,1,A10F1X,4,4,0
ASR-TYSPRA20IK-GBK,1,A10F1X,5,0,0
ASR-TYSPRA20IK-GBK,2,06L26A,6,0,0
ASR-TYSPRA20IK-MBK,X-W,X-PJ8918,1,0,0
ASR-TYSPRA20IK-MBK,1,A09B1X,4,1,0
ASR-U001-CFL,1,A10F1X,1,0,0
ASR-VW15MK7-A,X-W,X-STG,0,0,0
ASR-VW15MK7-A,2,07L13A,5,0,27167846
ASR-VW15MK7-A,2,07L13B,11,0,79493128
ASR-VW15MK7-GBK,X-W,X-STG,6,5,0
ASR-VW15MK7-GBK,1,A09J4X,3,0,0
ASR-VW15MK7-GBK,1,A09K6X,5,0,0
ASR-VW15MK7-GBK,2,07L13B,3,0,0
ASR-VWG22MK8E-CFL,1,A09C5X,4,0,0
ASR-VWG22MK8E-CFL,1,A09D1X,6,0,0
ASR-VWG22MK8E-GBK,X-W,X-STG,0,0,0
ASR-VWG22MK8E-GBK,1,A09C5X,4,0,0
ASR-VWG22MK8E-GBK,1,A09D1X,8,1,0
ASR-VWG22MK8E-MBK,1,A10D1X,6,0,0
ASR-VWG22MK8E-MBK,1,A09C5X,14,0,0
ASR-VWG99MK4E-CFL,1,A10C1X,10,0,0
ASR-VWG99MK4E-GBK,1,A09C5X,9,0,0
ASR-VWG99MK4E-GBK,1,A10D1X,9,0,0
ASR-VWG99MK4E-MBK,X-W,X-STG,0,0,0
ASR-VWG99MK4E-MBK,1,A09A1X,18,0,0
ASRV-DC15IK-CFL,1,A09B1X,6,0,0
ASRV-DC15IK-CFL,2,05L19A,1,0,0
ASRV-DC15IK-CFL,2,06L26A,5,0,0
ASRV-DC15IK-GBK,1,A10F1X,6,0,0
ASRV-DC15IK-PP,X-W,X-STG,2,2,0
ASRV-DC15IK-PP,1,A09A1X,5,0,0
ASRV-DCHALL08IK-CFL,1,A10F1X,16,0,0
ASRV-DCHALL08IK-GBK,1,A10A1X,10,0,0
ASRV-DCHALL08IK-PP,X-W,X-STG,0,0,0
ASRV-DCHALL08IK-PP,1,A09B1X,5,0,0
ASRV-ML08-BK,X-W,X-STG,0,0,0
ASRV-ML08-BK,2,06R29B,6,3,7671407
ASRV-SBRZ22VG-CFL,X-W,X-STG,1,1,0
ASRV-SBRZ22VG-CFL,1,A09A1X,9,0,0
ASRV-SBRZ22VG-GBK,1,A10B1X,28,0,0
ASRV-SBRZ22VG-MBK,1,A10J1X,14,0,0
ASRV-SBWRX22DTO1-A,1,A10E2X,9,0,0
ASRV-SBWRX22DTO1-A,1,A09J6X,10,0,0
ASRV-SBWRX22DTO1-GBK,1,A09B2X,9,0,0
ASRV-SBWRX22DTO1-GBK,1,A10E5X,10,0,0
ASRV-SBWRX22DTO1-MBK,1,A10D5X,10,0,0
ASRV-SBWRX22DTO1-MBK,1,A09C1X,10,0,0
ASRV-SBWRX22DTO2-A,X-W,X-STG,1,1,0
ASRV-SBWRX22DTO2-A,1,A23D5X,16,0,0
ASRV-SBWRX22DTO2-GBK,X-W,X-STG,2,2,0
ASRV-SBWRX22DTO2-MBK,1,A09H2X,3,2,0
ASRV-SBWRX22DTO2-MBK,1,A09I6X,5,0,0
ASRV-SI02-BK,3,AFBA,2,0,67289640
ASRV-SWRX15OE-GBK,X-W,X-STG,3,3,0
ASRV-SWRX15OE-GBK,1,A09B1X,7,0,0
AST-0301509Q,X-W,X-STG,1,1,0
AST-0301509Q,1,A09H5X,4,0,0
AST-0301509Q,1,A09H4X,9,0,0
AST-0301509Q,2,07L10A,3,0,0
AST-0302330Q,1,A10D4X,4,0,0
AST-0303278Q,X-W,X-STG,3,3,0
AST-0303278Q,1,A09J3X,1,0,0
AST-0303278Q,2,07R10B,2,0,0
AST-0303278Q,2,06R02B,11,0,0
AST-AA408RG-PU,1,A10B4X,1,0,0
AST-AA4B813V-CF,X-W,X-STG,2,2,0
AST-AA4B813V-CF,1,A10G1X,1,0,0
AST-AA4B917C-CF,1,A10B4X,7,0,0
AST-AA4B917S4-CFV2,1,A10D4X,4,0,0
AST-AA4B917V-CF,X-W,X-STG,2,2,0
AST-AA4B917V-CF,1,A10G2X,2,1,0
AST-AI94TR-A,X-W,X-PJ9065,1,0,0
AST-AI94TR-A,X-W,X-PJ8851,1,0,0
AST-AI94TR-A,X-W,X-PJ8882,1,0,0
AST-AI94TR-A,X-W,X-PJ8785,1,0,0
AST-AI94TR-A,X-W,X-PJ9099,1,0,0
AST-AI94TR-A,X-W,X-PJ9095,1,0,0
AST-AI94TR-A,X-W,X-PJ20062,1,0,0
AST-AI94TR-A,X-W,X-PJ20080,1,0,0
AST-AI94TR-A,X-W,X-PJ8891,1,0,0
AST-AI94TR-A,X-W,X-PJ8868,1,0,0
AST-AI94TR-A,X-W,X-STG,12,9,0
AST-AI94TR-A,1,A06C2X,2,0,0
AST-AI94TR-A,1,A06F4X,33,0,0
AST-AI94TR-A,1,A06D4X,36,0,0
AST-AI94TR-B74P,1,A06E2X,2,1,0
AST-AI94TR-B90P,1,A06E2X,5,0,0
AST-AI94TR-B92P,X-W,X-STG,1,1,0
AST-AI94TR-B92P,1,A06D2X,1,0,0
AST-AI94TR-B92P,1,A06G4X,14,0,0
AST-AI94TR-B97M,1,A06D2X,2,0,0
AST-AI94TR-G71P,1,A06D2X,5,0,0
AST-AI94TR-G71P,1,A10M6X,8,0,0
AST-AI94TR-G82P,X-W,X-STG,1,1,0
AST-AI94TR-G82P,1,A06D2X,3,1,0
AST-AI94TR-G95P,1,A06J1X,6,1,0
AST-AI94TR-NH538,X-W,X-STG,1,1,0
AST-AI94TR-NH538,1,A06C2X,2,1,0
AST-AI94TR-NH538,1,A06D4X,5,0,0
AST-AI94TR-NH538,1,A06C4X,10,0,0
AST-AI94TR-NH575M,1,A06C2X,3,0,0
AST-AI94TR-NH578,X-W,X-STG,0,0,0
AST-AI94TR-NH578,1,A06K1X,1,0,0
AST-AI94TR-NH592P,1,A16E2X,2,0,0
AST-AI94TR-NH592P,1,A16A3X,3,0,0
AST-AI94TR-NH592P,1,A16H3X,6,0,0
AST-AI94TR-NH623M,X-W,X-STG,0,0,0
AST-AI94TR-NH623M,1,A06E2X,1,0,0
AST-AI94TR-NH623M,1,A06E3X,5,0,0
AST-AI94TR-PB76P,1,A09M6X,4,0,0
AST-AI94TR-PB76P,1,A16A3X,5,0,0
AST-AI94TR-PB76P,1,A16A1X,5,0,0
AST-AI94TR-R505P,1,A06J1X,2,1,0
AST-AI94TR-R81,X-W,X-STG,0,0,0
AST-AI94TR-R81,1,A06H1X,1,2,0
AST-AR02IKDB-PP,X-W,X-STG,4,4,0
AST-AR02IKDB-PP,1,A09B1X,7,1,0
AST-AR02IKDB-PP,1,A09B6X,20,0,0
AST-AR02IKDB-PP,2,07R12A,1,0,0
AST-AR02MDL-A,X-W,X-PJ8830,1,0,0
AST-AR02MDL-A,X-W,X-PJ8724,1,0,0
AST-AR02MDL-A,X-W,X-PJ8695,1,0,0
AST-AR02MDL-A,X-W,X-PJ8761,1,0,0
AST-AR02MDL-A,X-W,X-PJ8734,1,0,0
AST-AR02MDL-A,X-W,X-STG,8,8,0
AST-AR02MDL-A,1,A10F3X,5,1,0
AST-AR02MDL-A,1,A10D5X,5,0,0
AST-AR02MDL-A,1,A09C5X,5,0,0
AST-AR02MDL-A,1,A09E6X,10,0,0
AST-AR02MDL-A,1,A10M5X,10,0,0
AST-AR02MDL-B520P,X-W,X-STG,0,0,0
AST-AR02MDL-B520P,1,A10H2X,1,0,0
AST-AR02MDL-B520P,1,A10I5X,7,0,0
AST-AR02MDL-B92P,X-W,X-STG,0,0,0
AST-AR02MDL-B92P,1,A09C4X,4,0,0
AST-AR02MDL-B96P,1,A09G2X,1,0,0
AST-AR02MDL-G523M,1,A09I4X,2,0,0
AST-AR02MDL-NH578,1,A09I3X,1,0,0
AST-AR02MDL-NH623M,X-W,X-STG,0,0,0
AST-AR02MDL-NH623M,1,A10G2X,9,0,0
AST-AR02MDL-NH624P,X-W,X-STG,0,0,0
AST-AR02MDL-NH624P,1,A23G3X,10,1,0
