Itemno,Whse,Bin,Onhand,Oncom,Aano
CP233RD,X-W,X-STG,1,1,0
CP233RD,1,A08F1X,4,0,0
CP234BG,X-W,X-STG,0,0,0
CP234BG,1,A08A1X,6,0,0
CP234BK,1,FBA01,20,0,53588806
CP234BK,X-W,X-STG,39,33,68859946
CP234BK,1,A08H3X,4,6,58390469
CP234BK,2,05L31B,0,0,73389183
CP234GR,X-W,X-STG,0,0,0
CP234GR,1,A08M2X,1,1,0
CP234GR,2,05R06A,0,0,0
CP234GR,2,05R26A,2,0,0
CP235BG,1,A08D1X,7,0,0
CP235BG,1,A08D4X,10,0,76054202
CP235BK,X-W,X-STG,2,2,0
CP235BK,1,A08G1X,1,0,0
CP235BK,1,A08C4X,10,0,0
CP235GR,X-W,X-STG,2,2,0
CP235GR,1,A08F3X,3,0,0
CP236BG,2,05R24A,2,0,0
CP236BG,2,05L10A,5,0,0
CP236BK,X-W,X-STG,0,0,0
CP236BK,1,A08M1X,1,0,0
CP236BK,1,A08A2X,4,2,74587888
CP236BK,1,A08M4X,10,0,0
CP236BK,2,05L15B,1,0,90883646
CP236GR,X-W,X-STG,1,1,0
CP236GR,1,A08M1X,3,3,0
CP236GR,1,A08A5X,5,0,0
CP236GR,2,05R22A,2,0,0
CP236GR,2,05R15B,4,0,0
CP236GR,2,05R19A,4,0,0
CP237BG,1,A08G1X,7,1,0
CP237BG,1,A08C4X,10,0,0
CP237BG,1,A08A4X,20,0,0
CP237BK,1,A08M1X,10,1,0
CP237GR,1,A08M1X,1,0,0
CP237GR,1,A08K3X,10,0,0
CP237GR,1,A08B4X,10,0,0
CP237GR,1,A08C4X,10,0,0
CP237RD,X-W,X-STG,1,1,0
CP237RD,1,A08B3X,4,0,0
CP237RD,1,A08H4X,10,0,0
CP238BK,1,A08I1X,3,0,0
CP238BKR,X-W,X-STG,0,0,0
CP238BKR,1,A08K1X,4,0,0
CP238BKR,1,A08A4X,5,0,0
CP238BKR,2,05R27A,5,0,0
CP238BKR,2,05R24B,5,0,0
CP238BKWH,1,A08M1X,1,0,0
CP238BKWH,1,A08J2X,9,0,0
CP238BKWH,1,A08J4X,10,0,0
CP238GR,1,A08A1X,4,1,49643708
CP238RD,X-W,X-STG,2,2,0
CP239BG,1,A08J1X,5,0,0
CP239BK,X-W,X-STG,0,0,0
CP239BK,1,A08G2X,4,0,0
CP239BK,1,A08H4X,10,0,0
CP239BK,2,05R09A,9,0,0
CP239BKWH,1,A08I1X,9,2,0
CP239BKWH,2,05R26B,15,0,0
CP239GR,1,A08K2X,8,2,0
CP240BG,X-W,X-STG,1,1,0
CP240BG,1,A08L1X,3,0,0
CP240BK,X-W,X-STG,0,0,0
CP240BK,1,A08J4X,6,0,0
CP240BK,1,A08J2X,8,0,0
CP240BK,2,05R08A,1,0,0
CP240GR,X-W,X-STG,3,3,0
CP240GR,1,A08E3X,8,0,0
CP241BG,1,A08J3X,9,0,0
CP241BK,X-W,X-STG,2,2,0
CP241BK,1,A08M4X,10,0,0
CP241BK,1,A08B2X,11,0,0
CP241BK,2,05L03A,5,0,0
CP241GR,1,A08A1X,12,0,0
CP242BG,X-W,X-STG,1,1,0
CP242BG,1,A08J3X,7,0,0
CP242BK,1,A08J2X,12,1,0
CP242BK-3C,1,A08G1X,3,0,0
CP242BK-3C,1,A08C4X,5,0,0
CP242GR,1,A08A3X,9,1,0
CP243BG,1,A08F1X,4,0,0
CP243BK,X-W,X-STG,2,2,0
CP243BK,1,A08J1X,4,6,0
CP243BK,1,A08D5X,10,0,0
CP243BK,2,09R-O,1,0,0
CP243GR,1,A08M2X,2,0,0
CP244BG,1,A08K2X,6,1,0
CP244BK,X-W,X-STG,1,1,0
CP244BK,1,A08M1X,1,0,0
CP244BK,1,A08H2X,11,0,0
CP244BK,2,05R08A,10,0,0
CP244BK,2,05R18A,10,0,0
CP244GR,1,A08H3X,10,0,0
CP245BG,1,A08M1X,1,0,0
CP245BG,1,A08I3X,4,0,0
CP245BK,X-W,X-STG,0,0,0
CP245BK,1,A08H1X,8,0,0
CP245BK,1,A08A4X,10,0,0
CP245GR,1,A08B4X,5,0,0
CP245GR,1,A08D2X,9,0,0
CP246BG,1,A08A2X,6,0,0
CP246BK,1,A08H2X,9,0,0
CP246BK,2,05R10A,2,0,0
CP246GR,1,A08M2X,1,0,0
CP247BG,1,A08A1X,9,0,0
CP247BK,1,A08B3X,3,0,0
CP248BG,1,A08J1X,5,0,0
CP248BK,1,A08F2X,5,0,0
CP248BK,1,A08A4X,10,0,0
CP248GR,1,A08I1X,9,0,0
CP249BG,1,A08I2X,10,0,0
CP249BK,1,A08M2X,1,0,0
CP249BK,2,05L25B,2,0,0
CP249GR,X-W,X-STG,0,0,0
CP249GR,1,A08K3X,9,0,0
CP250BG,1,A08J3X,7,0,0
CP250BK,X-W,X-STG,0,0,0
CP250BK,1,A08M2X,0,0,0
CP250BK,1,A08M1X,2,0,0
CP250BK,1,A08D1X,10,0,0
CP250GR,1,A08M2X,2,0,0
CP251BG,1,A08A3X,10,0,0
CP251BK,X-W,X-STG,1,1,0
CP251BK,1,A08C4X,10,0,0
CP251BK,1,A08J2X,11,0,0
CP251GR,X-W,X-STG,1,1,0
CP251GR,1,A08J3X,8,0,0
CP253BG,X-W,X-STG,1,1,0
CP253BG,1,A08E1X,6,0,0
CP253BK,X-W,X-STG,66,51,102863496
CP253BK,1,A08G3X,10,0,0
CP253BK,2,09R-N,7,0,102863496
CP253BK,2,09R-S,9,0,94890490
CP253BK,2,09R-P,10,0,30067436
CP254BG,1,A08G1X,3,1,0
CP254BK,X-W,X-STG,5,5,0
CP254BK,1,A08B2X,6,6,0
CP254BK,1,A08F4X,20,0,0
CP254BK,2,09R-N,2,0,0
CP254GR,X-W,X-STG,0,0,0
CP254GR,1,A08M2X,0,0,0
CP255BG,1,A08F1X,4,0,0
CP255BK,X-W,X-STG,1,1,0
CP255BK,1,A08G3X,8,0,0
CP255BK,1,A08G4X,10,0,0
CP255GR,1,A08F1X,7,0,0
CP256BG,1,A08B2X,10,2,0
CP256BK,X-W,X-STG,1,1,0
CP256BK,1,A08K2X,6,0,0
CP256GR,X-W,X-STG,0,0,0
CP256GR,1,A08C2X,6,0,0
CP256GR,1,A08C4X,10,0,0
CP257BK,1,FBA03,20,0,116159098
CP257BK,1,FBA02,40,0,0
CP257BK,X-W,X-STG,41,40,41568529
CP257BK,1,A08M1X,1,0,0
CP257BK,1,A08F1X,3,1,99241488
CP257BK,2,05R12A,7,0,52686625
CP257BK,2,05R17A,8,0,0
CP257GR,X-W,X-STG,0,0,0
CP257GR,1,A08B3X,9,0,0
CP257GR,1,A08A4X,10,0,0
CP257GR,1,A08L4X,10,0,0
CP258BK,X-W,X-STG,0,0,0
CP258BK,1,A08H2X,1,0,0
CP258GR,1,A08A1X,9,0,0
CP259BG,1,A08C3X,3,0,0
CP259BK,X-W,X-STG,0,0,0
CP259BK,1,FBA08,8,0,0
CP259BK,1,A08L2X,2,0,0
CP259BK,3,AFBA,2,0,0
CP259BK,1,A08A4X,10,0,0
CP259GR,1,A08M1X,1,0,0
CP259GR,1,A08K1X,12,2,0
CP260BG,1,A08B1X,7,0,0
CP260BK,1,A08K2X,12,0,0
CP260GR,1,A08B3X,3,0,0
CP260RD,X-W,X-STG,1,1,0
CP260RD,1,A08M2X,2,0,0
CP261BG,1,A08L3X,6,0,0
CP261BK,X-W,X-STG,3,3,0
CP261BK,1,A08M1X,1,0,0
CP261BK,1,A08G3X,10,0,0
CP261BK,1,A08G4X,20,0,0
CP261GR,1,A08C2X,4,1,0
CP261GR,1,A08H4X,10,0,0
CP261GR,1,A08C4X,10,0,0
CP262BG,1,A08M2X,1,0,0
CP262BG,2,05L15A,5,0,0
CP262BK,X-W,X-STG,0,0,0
CP262BK,1,A08L3X,4,0,0
CP262BK,2,05L15B,5,0,0
CP262BK-3C,1,A08J2X,2,0,0
CP262GR,1,A08J3X,3,0,0
CP262RD,1,A08M1X,1,0,0
CP262RD,1,A08C2X,5,0,0
CP263BG,X-W,X-STG,1,1,0
CP263BG,1,A08C1X,6,0,0
CP263BK,X-W,X-STG,7,7,0
CP263BK,1,A08D1X,7,0,0
CP263BK,1,A08C4X,20,0,0
CP263BK,2,05L31B,1,0,0
CP263BK,2,05R22A,6,0,0
CP263GR,1,A08M1X,1,0,0
CP263GR,1,A08K1X,4,3,0
CP264BG,1,A08B2X,8,0,0
CP264BK,X-W,X-STG,8,8,0
CP264BK,1,A08G2X,10,0,0
CP264BK,2,05L12A,9,0,0
CP264GR,1,A08M1X,10,0,0
CP264GR,2,05R19A,2,0,0
CP265BG,1,A08K3X,9,0,0
CP265BK,X-W,X-STG,1,1,0
CP265BK,1,A08B1X,3,0,0
CP265BK,1,A08B4X,10,0,0
CP265GR,1,A08M2X,1,0,0
CP266BG,1,A08J3X,7,1,0
CP266BK,X-W,X-STG,5,5,0
CP266BK,1,A08F3X,8,0,0
CP266GR,1,A08J2X,6,0,0
CP267BK,X-W,X-STG,12,12,0
CP267BK,1,A08D3X,5,0,0
CP267BK,1,A08C4X,10,0,0
CP267BK,2,05R22A,7,0,0
CP267GR,X-W,X-STG,0,0,0
CP267GR,1,A08M2X,1,2,0
CP267GR,2,05R09A,9,0,0
CP268BK,X-W,X-T1362,30,0,0
CP268BK,1,FBA05,40,0,0
CP268BK,X-W,X-STG,96,71,68499126
CP268BK,1,A08E1X,7,0,0
CP268BK,1,A08C4X,10,0,0
CP268BK,2,09R-S,1,0,0
CP268BK,2,09R-P,1,0,0
CP268BK,2,05R30C,2,0,49976436
CP268GR,X-W,X-STG,1,1,0
CP268GR,1,A08L1X,7,0,0
CP269BK,X-W,X-STG,1,1,0
CP270BG,X-W,X-STG,1,1,0
CP270BG,1,A08G1X,7,0,0
CP270BK,X-W,X-STG,2,2,0
CP270BK,1,A08J1X,6,0,0
CP270BK,1,A08B4X,10,0,0
CP270BK,2,05R23A,8,0,0
CP270GR,X-W,X-STG,1,1,0
CP270GR,1,A08I1X,10,1,0
CP270GR,2,05L28A,1,1,0
CP270GR,2,09R-N,8,0,0
CP271BG,X-W,X-STG,0,0,0
CP271BG,1,A08B2X,5,0,0
CP271BK,X-W,X-STG,7,7,0
CP271BK,1,A08I3X,6,0,0
CP272BK,X-W,X-STG,0,0,0
CP272BK,1,A08K1X,9,0,0
CP273BK,X-W,X-STG,3,3,22808213
CP273BK,1,A08K3X,6,0,0
CP273BK,1,A08K4X,10,0,0
CP274BK,1,A08M2X,2,0,0
CP275BK,X-W,X-STG,1,1,0
CP275BK,1,A08G1X,9,0,0
CP276BK,1,A08C1X,9,0,0
CP276BK,1,A08A4X,10,0,0
CP277BK,X-W,X-STG,1,1,0
CP277BK,1,A08L3X,8,1,0
CP277BK,1,A08C4X,10,0,0
CP277BK,2,05R24A,5,0,0
CP278BK,1,A08J2X,10,0,0
CP278BK,1,A08A4X,20,0,0
CP279BK,X-W,X-STG,0,0,0
CP279BK,1,A08H2X,1,0,0
CP279BK,1,A08D4X,5,0,0
CP280BK,X-W,X-STG,0,0,0
CP280BK,1,A08J1X,9,0,0
CP280BK,1,A08A4X,20,0,0
CP281BK,1,A08E1X,7,2,0
CP281BK,1,A08C4X,10,0,0
CP282BK,1,A08D3X,3,0,0
CP282BK,2,05L30A,10,0,0
CP283BK,X-W,X-STG,0,0,0
CP283BK,1,A08E1X,4,1,0
CP283BK,1,A08A4X,5,0,0
CP284BK,X-W,X-STG,0,0,0
CP284BK,1,A08F3X,3,0,0
CP285BK,X-W,X-STG,2,2,57834710
CP285BK,1,A08G3X,7,0,29819472
CP285BK,2,09R-N,0,0,87913222
CP285BK,2,05R13A,0,0,87281248
CP286BK,X-W,X-STG,0,0,0
CP286BK,1,A08F2X,6,0,0
CP287BK,1,A08M1X,1,0,0
CP287BK,1,A08K2X,13,0,0
CP288BK,1,A08B1X,6,0,0
CP288BK,1,A08B4X,10,0,0
CP289BK,X-W,X-STG,1,1,0
CP289BK,1,A08E1X,13,0,0
CP290BK,X-W,X-STG,0,0,0
CP290BK,1,A08J1X,5,0,0
CP290BK,1,A08C4X,10,0,0
CP291BK,1,A08M1X,1,0,0
CP291BK,1,A08L3X,4,1,0
CP291BK,1,A08A4X,10,0,0
CP292BK,X-W,X-STG,0,0,0
CP292BK,1,A08C1X,8,0,0
CP293BK,X-W,X-STG,1,1,0
CP293BK,1,A08J1X,7,0,0
CP294BK,X-W,X-STG,0,0,0
CP294BK,1,A08G2X,8,0,0
CP295BK,X-W,X-STG,0,0,0
CP295BK,1,A08D3X,10,0,0
CP295BK,2,09R-P,2,0,0
CP295BK,2,05R07A,9,0,0
CP296BK,1,A08E1X,3,0,0
CP296BK,1,A08B4X,20,0,0
CP297BK,X-W,X-STG,0,0,0
CP297BK,1,A08E1X,4,1,0
CP298BK,X-W,X-STG,0,0,0
CP298BK,1,A08B4X,10,0,0
CP298BK,1,A08H3X,10,2,0
CP298BK,2,09R-N,4,0,0
CP300BK,X-W,X-STG,6,6,0
CP300BK,1,A08F2X,10,0,0
CP301BK,X-W,X-STG,5,5,0
CP301BK,1,A08A4X,10,0,0
CP301BK,1,A08E1X,10,0,0
CP302BK,X-W,X-STG,5,5,0
CP302BK,1,A08M1X,1,0,0
CP302BK,1,A08J1X,4,0,0
CP302BK,1,A08A4X,5,0,0
CP303BK,X-W,X-STG,2,2,0
CP303BK,1,A08G2X,7,0,0
CP303BK,2,09R-P,17,0,0
CP304BK,X-W,X-STG,5,5,0
CP304BK,1,A08F2X,9,1,0
CP304BK,1,A08B4X,10,0,0
CP305BK,X-W,X-STG,5,5,0
CP305BK,1,A08B3X,2,0,0
CP305BK,1,A08C4X,5,0,0
CP306BK,X-W,X-STG,3,3,0
CP306BK,1,A08I3X,7,1,0
CP306BK,1,A08M4X,10,0,0
CP307BK,X-W,X-STG,4,4,0
CP307BK,1,A08E1X,10,1,0
CP309BK,X-W,X-STG,7,7,0
CP309BK,1,A08E1X,3,0,0
CP309BK,1,A08D4X,10,0,0
CP309BK,1,A08A4X,10,0,0
CP310BK,X-W,X-STG,0,0,0
CP310BK,1,A08H3X,7,1,0
CP310BK,1,A08H4X,10,0,0
CP311BK,X-W,X-STG,6,6,0
CP311BK,1,A08H1X,8,0,0
CP312BK,X-W,X-STG,4,4,0
CP312BK,1,A08J4X,2,0,0
CP312BK,1,A08B1X,5,0,0
CP312BK,1,A08B5X,10,0,0
CP313BK,1,A08J3X,4,2,0
CP313BK,1,A08H4X,15,0,0
CP313BK,2,09R-O,2,0,0
CP313BK,2,09R-P,4,0,0
CP313BK,2,09R-N,10,0,0
CP314BK,1,A08A4X,5,0,0
CP314BK,1,A08D3X,6,1,0
CP315BK,X-W,X-STG,0,0,0
CP315BK,1,A08E3X,8,1,0
CP316BK,1,A08B3X,6,0,0
CP316BK,1,A08E4X,10,0,0
CP317BK,X-W,X-STG,0,0,0
CP317BK,1,A08E3X,10,0,0
CP318BK,1,A08H3X,9,0,0
CP318BK,1,A08B4X,10,0,0
CP319BK,X-W,X-STG,0,0,0
CP319BK,1,A08M1X,0,0,0
CP319BK,1,A08J2X,10,1,0
CP320BK,X-W,X-STG,0,0,0
CP320BK,1,A08J1X,7,0,0
CP320BK,1,A08J4X,10,0,0
CP321BK,1,A08D3X,9,0,0
CP322BK,X-W,X-STG,0,0,0
CP322BK,1,FBA08,40,0,0
CP322BK,1,A08M1X,0,1,0
CP322BK,1,A08B2X,3,0,0
CP322BK,1,A08A4X,20,0,0
CP323BK,1,A08E3X,9,2,0
CP323BK,1,A08D4X,10,0,0
CP324BK,1,A08M1X,1,0,0
CP324BK,1,A08K1X,4,1,0
CP324BK,1,A08D4X,20,0,0
CP325BK,1,A08F3X,9,0,0
CP326BK,1,A08K2X,11,0,0
CP327BK,1,A08F3X,5,0,0
CP327BK,1,A08F4X,10,0,0
CP328BK,1,A08E3X,11,0,0
CP329BK,X-W,X-STG,1,1,0
CP329BK,1,A08F4X,10,0,0
CP329BK,1,A08E3X,11,0,0
CP330BK,X-W,X-STG,0,0,0
CP330BK,1,A08C4X,10,0,0
CP330BK,1,A08D1X,11,0,0
CP331BK,1,A08D3X,7,0,0
CP331BK,1,A08C4X,10,0,0
CP331BK,1,A08B4X,10,0,0
CP332BK,X-W,X-STG,0,0,0
CP332BK,1,FBA02,40,0,0
CP332BK,1,A08M1X,0,0,0
CP332BK,1,A08K3X,9,0,0
CP332BK,1,A08K4X,10,0,0
CP333BK,X-W,X-STG,0,0,0
CP333BK,1,A08M1X,0,0,0
CP333BK,1,A08H3X,4,0,0
CP333BK,1,A08B4X,10,0,0
CP334BK,X-W,X-STG,0,0,0
CP334BK,1,A08M1X,1,0,0
CP334BK,1,A08E3X,7,0,0
CP335BK,1,A08G2X,4,0,0
CP336BK,X-W,X-STG,0,0,0
CP336BK,1,A08E3X,6,2,0
CP337BK,1,A08F3X,8,0,0
CP338BK,X-W,X-STG,0,0,0
CP338BK,1,A08E3X,7,1,0
CP339BK,1,A08F3X,7,0,0
CP339BK,1,A08F4X,10,0,0
CP340BK,1,A08J2X,2,0,0
CP341BK,X-W,X-STG,0,0,0
CP341BK,1,A08E2X,9,0,0
CP342BK,1,A08F4X,10,0,0
CP342BK,1,A08F3X,10,0,0
CP343BK,1,A08D4X,5,0,0
CP343BK,1,A08I1X,5,0,0
CP344BK,1,A08D3X,8,0,0
CP345BK,X-W,X-STG,0,0,0
CP345BK,1,FBA05,40,0,0
CP345BK,1,A08E4X,10,0,0
CP345BK,1,A08E2X,11,1,0
CP346BK,X-W,X-STG,0,0,0
CP346BK,1,A08K1X,5,1,0
CP346BK,1,A08D4X,10,0,0
CP347BK,1,A08M1X,2,0,0
CP347BK,1,A08E3X,6,0,0
CP347BK,1,A08F4X,20,0,0
CP348BK,1,A08D4X,10,0,0
CP348BK,1,A08H3X,10,0,0
CPB-BF10-BK,X-W,X-STG,1,1,0
CPB-BF10-BK,1,A14D5X,10,0,0
CPB-BF10-BK,1,A14D1X,16,0,0
CPB-BF15-BK,X-W,X-STG,0,0,0
CPB-BF15-BK,1,A14D1X,5,5,68859946
CPB-BF15-BK,1,A14B5X,20,0,94890490
CPB-BF30-BK,X-W,X-STG,0,0,0
CPB-BF30-BK,1,A14C1X,6,10,0
CPB-BF30-BK,1,A14A5X,15,0,0
CPB-BF30-BK,2,09R-O,1,0,0
CPB-CVEQ18-BK,X-W,X-STG,0,0,0
CPB-CVEQ18-BK,1,A14D2X,12,2,0
CPB-CVEQ18-BK,2,05R30A,3,0,0
CPB-CVEQ18-BK,2,05R20A,4,0,0
CPB-CVEQ18-GR,1,A14B4X,10,0,0
CPB-CVEQ18-GR,1,A14B2X,11,0,0
CPB-FF15015SCC-BK,X-W,X-STG,0,0,0
CPB-FF15015SCC-BK,1,A14B2X,2,10,5392358
CPB-FF15015SCC-BK,2,05L14A,0,0,74161119
CPB-FF15015SCC-BK,2,05R16A,1,0,86937202
CPB-FF15015SCC-BK,2,05R21A,1,0,68946076
CPB-FF15015SCC-BK,2,05R22A,1,0,33148803
CPB-FF15015SCC-BK,2,05R18A,1,0,101540061
CPB-FF15015SCC-GR,1,A14C2X,8,1,0
CPB-FF15015SCC-GR,2,05L09A,3,0,0
CPB-FF15015SCC-GR,2,05L13A,10,0,0
CPB-HA084-BK,X-W,X-STG,1,1,0
CPB-HA084-BK,1,A14B3X,10,34,0
CPB-HA084-BK,1,A14D5X,15,0,0
CPB-HA084-GR,1,A14G1X,2,9,0
CPB-HA084-GR,2,05R18A,5,0,0
CPB-HA084-GR,2,05R19A,5,0,0
CPB-HA084-GR,2,05L18A,5,0,0
CPB-HA084-GR,2,05R27A,5,0,0
CPB-HA084-GR,2,05R30A,10,0,0
CPB-HC064-BK,X-W,X-STG,1,1,0
CPB-HC064-BK,3,AFBA,0,0,0
CPB-HC064-BK,1,A14B5X,10,0,0
CPB-HC064-BK,1,A14C3X,10,17,0
CPB-HC064-BK,1,A14G6X,70,0,0
CPB-HC064-BK,2,05L19A,5,0,0
CPB-HC064-BK,2,05L18A,5,0,0
CPB-HC064-BK,2,05R20A,9,0,0
CPB-HC064-BK,2,05R30A,10,0,0
CPB-HC064-GR,X-W,X-STG,0,0,0
CPB-HC064-GR,1,A14A2X,8,3,0
CPB-HC064-GR,2,05R19A,2,0,0
CPB-HC064-GR,2,05R20A,5,0,0
CPB-HC064-GR,2,05R27A,5,0,0
CPB-HC064-GR,2,05R18A,5,0,0
CPB-HC124-BK,X-W,X-STG,0,0,0
CPB-HC124-BK,1,A14E6X,5,0,0
CPB-HC124-BK,1,A14C1X,9,0,0
CPB-HC124-GR,X-W,X-STG,1,1,83097787
CPB-HC124-GR,1,A14A2X,11,14,46990972
CPB-HC124-GR,2,05R30A,1,0,0
CPB-HC124-GR,2,05R18A,2,0,0
CPB-HCRV12-BK,X-W,X-STG,1,0,109904061
CPB-HCRV12-BK,1,A14C1X,8,12,47343740
CPB-HCRV12-BK,1,A14C5X,30,0,37787441
CPB-MBW166-BK,X-W,X-STG,0,0,0
CPB-MBW166-BK,1,A14B5X,5,0,0
CPB-MBW166-BK,1,A14C1X,8,12,0
CPB-MBW166-BK,2,09R-O,1,1,0
CPB-ML08-BK,X-W,X-STG,3,3,0
CPB-ML08-BK,1,A14E5X,5,0,0
CPB-ML08-BK,1,A14C3X,7,0,0
CPB-ML08-GR,1,A14B4X,6,1,0
CPB-ML08-GR,2,05R17A,3,0,0
CPB-ML08-GR,2,05L20A,8,0,0
CPB-NK18-BK,X-W,X-STG,1,1,0
CPB-NK18-BK,1,A14C1X,11,0,0
CPB-NK18-BK,1,A14D5X,20,0,0
CPB-NK18-BK,2,05R15A,1,0,0
CPB-NROG14-BK,X-W,X-STG,0,0,0
CPB-NROG14-BK,1,A14D1X,9,0,0
CPB-NROG14-BK,1,A14E5X,20,0,0
CPB-NROG14-GR,1,A14D6X,5,0,0
CPB-NROG14-GR,1,A14B1X,13,2,0
CPB-NROG14-GR,2,05L14A,3,0,0
CPB-NROG14-GR,2,05R18A,5,0,0
CPB-NROG14-GR,2,05L19A,5,0,0
CPB-NROG14-GR,2,09R-O,14,0,0
CPB-TCAM12-BK,X-W,X-STG,0,0,0
CPB-TCAM12-BK,1,A14D1X,4,6,109527818
CPB-TCAM12-BK,1,A14C5X,5,0,0
CPB-TCL14-BK,X-W,X-STG,1,1,0
CPB-TCL14-BK,1,A14B3X,7,8,99241488
CPB-TCL14-BK,2,05R13A,2,0,0
CPB-TCL14-BK,2,05L11A,3,0,0
CPB-TCL14-BK,2,05R17A,6,0,0
CPB-TCL14-GR,1,A14A3X,4,1,0
CPB-TCL14-GR,2,05L15A,3,0,0
CPB-TSL317-BK,X-W,X-STG,0,0,0
CPB-TSL317-BK,1,A14B2X,8,2,0
CPB-TSL317-BK,1,A14C6X,50,0,0
CPB-TSL317-BK,1,A14A6X,65,0,0
CPB-TSL317-GR,X-W,X-STG,0,0,0
CPB-TSL317-GR,1,A14A2X,11,0,0
CPB-TSL317-GR,1,A14D6X,60,0,0
CPB-TSLS12-BK,X-W,X-STG,1,1,76400720
CPB-TSLS12-BK,1,A14B3X,2,3,0
CPB-TSLS12-BK,2,05R19A,0,0,0
CPB-TSLS12-BK,2,05R20A,1,0,0
CPB-TSLS12-BK,2,05R30A,4,0,0
CPB-TYFJ07-BK,1,A14B5X,11,0,0
CPB-TYFJ07-BK,1,A14C2X,13,1,0
CPB-TYFJ07-GR,X-W,X-STG,0,0,0
CPB-TYFJ07-GR,1,A14A1X,8,0,0
CPC-047-BG,X-W,X-STG,2,2,0
CPC-047-BG,1,A14D1X,1,0,0
CPC-047-BK,X-W,X-STG,6,6,79744768
CPC-047-BK,1,A14B2X,4,11,46990972
CPC-047-BK,2,09R-P,1,0,109527818
CPC-047-BK,2,05R21A,1,0,71384983
CPC-047-BK,2,05R31B,2,0,25706085
CPC-047-BK,2,05R29A,2,0,49643708
CPC-047-BK,2,05R26A,3,0,83097787
CPC-047-BK,2,05R31A,4,0,101629371
CPC-047-BK,2,09R-O,6,0,35056851
CPC-047-GR,1,A14A1X,4,3,44172506
CPC-047-GR,2,05R23A,1,0,87843710
CPC-047-GR,2,05L13A,4,0,46329664
CPC-047-GR,2,05L12A,4,0,45861582
CPC-047-GR,2,05R32A,5,0,46829671
CPC-108-BK,X-W,X-STG,0,0,0
CPC-108-BK,1,A14D3X,13,3,81387540
CPC-108-BK,2,09R-N,3,0,44897815
CPC-108-BK,2,09R-O,4,0,8334996
CPC-108-BK,2,05L20A,7,0,0
CPC-108-BK,2,09R-P,10,0,11831435
CPC-108-BK,2,05R13A,11,0,0
CPC-108-GR,X-W,X-STG,0,0,0
CPC-108-GR,1,A14A3X,7,2,0
CPC-108-GR,2,05R12A,6,0,0
CPC-108-GR,2,05R16A,7,1,0
CPC-117-BK,X-W,X-STG,3,3,0
CPC-117-BK,2,05R20A,1,0,0
CPC-117-BK,2,05R28A,5,0,0
CPC-117-BK,2,05R29A,5,0,0
CPC-117-BK,2,05R30B,5,0,0
CPC-117-BK,2,05R22A,6,0,0
CPC-117-BK,2,05R30A,9,0,0
CPC-117-BK,2,05R24A,9,0,0
CPC-117-GR,1,A14C5X,5,0,0
CPC-117-GR,1,A14A3X,13,1,0
CPC-117-GR,2,05L20A,3,0,0
CPC-117-GR,2,05L12A,5,0,0
CPC-117-GR,2,05R17A,10,0,0
CPC-130-BG,X-W,X-STG,0,0,0
CPC-130-BG,1,A14D1X,5,4,0
CPC-130-BG,2,09R-O,10,0,0
CPC-130-BK,X-W,X-STG,10,9,98134538
CPC-130-BK,3,AFBA,3,0,61862317
CPC-130-BK,1,A14D6X,10,0,0
CPC-130-BK,1,A14B3X,10,20,75698615
CPC-130-BK,2,05L18A,1,0,0
CPC-130-BK,2,05R20A,5,0,0
CPC-130-BK,2,05L19A,5,0,0
CPC-130-BK,2,05R19A,5,0,0
CPC-130-BK,2,05R27A,5,0,0
CPC-130-GR,X-W,X-STG,0,0,0
CPC-130-GR,1,A14A1X,7,12,0
CPC-130-GR,1,A14H5X,15,0,0
CPC-130-GR,2,05R24A,1,0,0
CPC-130-GR,2,05R23A,3,0,0
CPC-142-BG,1,A14C5X,5,0,0
CPC-142-BG,1,A14D3X,8,3,14574061
CPC-142-BK,X-W,X-STG,0,0,0
CPC-142-BK,1,A14C5X,5,0,0
CPC-142-BK,1,A14C2X,7,8,0
CPC-142-BK,2,05R07A,2,0,0
CPC-142-BK,2,05R19A,4,0,0
CPC-142-BK,2,05R27A,5,0,0
CPC-142-GR,X-W,X-STG,0,0,0
CPC-142-GR,1,A14C2X,2,0,0
CPC-142-GR,1,A14B5X,5,0,0
CPC-145-BG,X-W,X-STG,0,0,0
CPC-145-BG,1,A14D2X,1,1,0
CPC-145-BG,2,05R24A,1,0,0
CPC-145-BG,2,05R29A,1,0,0
CPC-145-BG,2,05R26A,3,0,0
CPC-145-BK,X-W,X-STG,2,2,0
CPC-145-BK,1,A14B2X,7,31,0
CPC-145-BK,1,A14E5X,20,0,0
CPC-145-BK,2,05R19A,4,0,0
CPC-145-BK,2,05R26A,5,0,0
CPC-145-BK,2,05R20A,7,0,0
CPC-145-BK,2,05R29A,10,0,0
CPC-145-GR,X-W,X-STG,0,0,0
CPC-145-GR,1,A14B2X,11,22,0
CPC-145-GR,2,05L18A,0,0,0
CPC-145-GR,2,05R27A,1,0,0
CPC-156-BK,X-W,X-STG,1,1,0
CPC-156-BK,1,A14B1X,12,0,0
CPC-169-BG,X-W,X-STG,0,0,0
CPC-169-BG,1,A14D2X,5,3,0
CPC-169-BK,X-W,X-STG,68,60,94890490
CPC-169-BK,3,AFBA,1,0,0
CPC-169-BK,1,A14E2X,4,29,68499126
CPC-169-BK,2,05R22A,0,0,25706085
